unique_id,date,store_number,store_name,address,city,zip_code,store_location,county_number,county,category,category_name,vendor_number,vendor_name,item_number,item_description,pack,bottle_volume_ml,state_bottle_cost,state_bottle_retail,bottles_sold,sale_dollars,volume_sold_liters,volume_sold_gallons,row_id,cluster_id,confidence_score
INV-41904000023,2021-11-11,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1011200,Straight Bourbon Whiskies,434,LUXCO INC,18198,Ezra Brooks Sour Mash Bourbon,6,1750,16,24,6,144,10.5,2.77,INV-41904000023,278,0.81
INV-38821900016,2021-07-30,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1011100,Blended Whiskies,65,Jim Beam Brands,22786,Beams 8 Star Bl Whiskey,12,750,4,6,12,72,9,2.37,INV-38821900016,300,0.81
INV-37393100057,2021-06-10,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,60,1710,105,27.73,INV-37393100057,511,0.81
INV-38983800051,2021-08-05,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1022200,100% Agave Tequila,85,Brown Forman Corp.,89339,Herradura Reposado,6,750,27,40.5,3,121.5,2.25,0.59,INV-38983800051,179,0.81
INV-38597500095,2021-07-22,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89193,Jose Cuervo Especial Reposado,48,200,3.5,5.25,48,252,9.6,2.53,INV-38597500095,179,0.81
INV-36267000001,2021-04-30,4799,Walgreens #05777 / Des Moines,2930 E University Ave,Des Moines,50317,POINT (-93.559285 41.600575),77,POLK,1011200,Straight Bourbon Whiskies,125,CEDAR RIDGE VINEYARDS LL,27369,Cedar Ridge Port Cask Finished Bourbon,6,750,25.5,38.25,6,229.5,4.5,1.18,INV-36267000001,774,0.81
INV-40584000002,2021-09-30,5664,Casey's General Store #45 / Des Moines,2890 E Broadway Ave,Des Moines,50317,"",77,POLK,1031100,American Vodkas,301,FIFTH GENERATION INC,38178,Titos Handmade Vodka,6,1750,19,28.5,6,171,10.5,2.77,INV-40584000002,934,0.81
INV-39982400008,2021-09-11,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1022200,100% Agave Tequila,395,PROXIMO,87510,1800 Silver,12,750,15.98,23.97,12,287.64,9,2.37,INV-39982400008,300,0.81
INV-38595300027,2021-07-22,5057,Kum & Go #535 / Des Moines,4960 E Broadway Ave,Des Moines,50317,"",77,POLK,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13,19.5,2,39,1.5,0.39,INV-38595300027,181,0.81
INV-35707000087,2021-04-09,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75264,Kinky Fruit Punch,6,750,10,15,4,60,3,0.79,INV-35707000087,16,0.81
INV-39164500017,2021-08-12,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89197,Jose Cuervo Especial Reposado,12,1000,13.5,20.25,12,243,12,3.17,INV-39164500017,511,0.81
INV-39380600051,2021-08-19,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52594,E & J VS,24,375,3.5,5.25,3,15.75,1.12,0.29,INV-39380600051,511,0.81
INV-34769500007,2021-03-05,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1012400,Irish Whiskies,395,PROXIMO,15777,Bushmills Irish Whiskey,12,1000,17.84,26.76,2,51.76,2,0.52,INV-34769500007,278,0.81
INV-40996100033,2021-10-15,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1012100,Canadian Whiskies,259,Heaven Hill Brands,11786,Black Velvet PET,12,750,5.23,7.85,12,94.2,9,2.37,INV-40996100033,300,0.81
INV-41047700014,2021-10-18,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1081600,Whiskey Liqueur,259,Heaven Hill Brands,27454,Cinerator,12,750,8,12,3,36,2.25,0.59,INV-41047700014,286,0.81
INV-37810000043,2021-06-25,4601,Kum & Go #4110 / Guthrie DM,2110 Guthrie Ave,Des Moines,50317,POINT (-93.578778 41.61508),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11290,Crown Royal Mini,10,50,7.35,11.03,2,22.06,0.1,0.02,INV-37810000043,600,0.81
INV-33457700022,2021-01-14,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64867,Fireball Cinnamon Whiskey,12,1000,11.34,17.01,12,204.12,12,3.17,INV-33457700022,278,0.81
INV-38225100013,2021-07-09,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,994155,SOOH 99 Cherries Mini,10,50,6,9,2,18,0.1,0.02,INV-38225100013,16,0.81
INV-34785200014,2021-03-05,4601,Kum & Go #4110 / Guthrie DM,2110 Guthrie Ave,Des Moines,50317,POINT (-93.578778 41.61508),77,POLK,1062200,White Rum,434,LUXCO INC,45278,Paramount White Rum,6,1750,7.5,11.25,4,45,7,1.84,INV-34785200014,600,0.81
INV-35535400009,2021-04-02,4596,Quik Trip #534 / E University DM,2945 E University,Des Moines,50317,POINT (-93.558972 41.600468),77,POLK,1051100,American Brandies,421,SAZERAC COMPANY  INC,53214,Paul Masson Grande Amber Brandy VS,24,375,3.22,4.83,2,9.66,0.75,0.19,INV-35535400009,885,0.81
INV-40192800097,2021-09-17,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1081400,American Schnapps,421,SAZERAC COMPANY  INC,84172,99 Bananas Mini,10,50,5.16,7.74,1,7.74,0.05,0.01,INV-40192800097,192,0.81
INV-40772500049,2021-10-07,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,1799,Captain Morgan Original Spiced Barrel,6,1750,18,27,6,162,10.5,2.77,INV-40772500049,278,0.81
INV-40772300046,2021-10-07,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1082000,Imported Cordials & Liqueurs,65,Jim Beam Brands,67006,Midori Melon Liqueur,12,750,11.49,17.24,3,51.72,2.25,0.59,INV-40772300046,511,0.81
INV-40331200009,2021-09-22,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1041100,American Dry Gins,434,LUXCO INC,31658,Paramount Gin,6,1750,7.11,10.67,2,21.34,3.5,0.92,INV-40331200009,286,0.81
INV-38231000011,2021-07-12,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,88833,Casamigos Anejo,6,750,31,46.5,6,279,4.5,1.18,INV-38231000011,178,0.81
INV-33713300020,2021-01-22,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1022200,100% Agave Tequila,35,BACARDI USA INC,88296,Patron Silver,12,750,27.5,41.25,6,247.5,4.5,1.18,INV-33713300020,16,0.81
INV-38001200003,2021-07-02,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1022200,100% Agave Tequila,35,BACARDI USA INC,89624,Patron Reposado,12,375,14.5,21.75,4,87,1.5,0.39,INV-38001200003,286,0.81
INV-37391300023,2021-06-10,4433,Kum & Go #24  Pleasant Hill,5970 Morning Star Ct,Pleasant Hill,50317,POINT (-93.492204 41.597596),77,Polk,1012100,Canadian Whiskies,259,Heaven Hill Brands,11776,Black Velvet,12,750,5.23,7.85,8,62.8,6,1.58,INV-37391300023,724,0.81
INV-36946800016,2021-05-25,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1082000,Imported Cordials & Liqueurs,368,Park Street Imports,65426,Licor 43,12,750,14.1,21.15,5,105.75,3.75,0.99,INV-36946800016,286,0.81
INV-40372400052,2021-09-23,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,6,9,12,108,4.5,1.18,INV-40372400052,179,0.81
INV-35706600066,2021-04-09,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,37414,Popov 80prf,24,375,3,4.5,8,36,3,0.79,INV-35706600066,192,0.81
INV-42149800045,2021-11-18,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1071100,Cocktails /RTD,395,PROXIMO,58911,Jose Cuervo Authentic Lime Light,6,200,4.64,6.96,6,41.76,1.2,0.31,INV-42149800045,178,0.81
INV-42688500019,2021-12-08,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570488 41.607818),77,POLK,1032200,Imported Flavored Vodka,115,CONSTELLATION BRANDS INC,33663,Svedka Strawberry Lemonade,12,750,8,12,3,36,2.25,0.59,INV-42688500019,286,0.81
INV-35678100046,2021-04-09,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1031100,American Vodkas,259,Heaven Hill Brands,35418,Burnetts Vodka 80prf,6,1750,8.5,12.75,6,76.5,10.5,2.77,INV-35678100046,511,0.81
INV-39404700008,2021-08-20,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1082000,Imported Cordials & Liqueurs,192,"Mast-Jagermeister US, Inc",65256,Jagermeister Liqueur,12,750,13,19.5,12,234,9,2.37,INV-39404700008,300,0.81
INV-34995100112,2021-03-12,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1071100,Cocktails /RTD,35,BACARDI USA INC,56944,Bacardi Island Tea RTS,6,1750,9.53,14.3,2,28.6,3.5,0.92,INV-34995100112,16,0.81
INV-44036100058,2022-01-23,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570488 41.607818),77,POLK,1031100,American Vodkas,260,DIAGEO AMERICAS,37994,Smirnoff 80prf,24,375,4.75,7.13,3,21.39,1.12,0.29,INV-44036100058,286,0.81
INV-34258500057,2021-02-12,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1081300,American Cordials & Liqueur,322,Prestige Wine & Spirits Group / United States Distilled Products Co,75213,Kinky Blue,12,375,5,7.5,3,22.5,1.12,0.29,INV-34258500057,16,0.81
INV-42766600002,2021-12-09,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,POINT (-93.544925 41.629041),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43333,Captain Morgan Original Spiced PET,48,200,2.75,4.13,10,41.3,2,0.52,INV-42766600002,1060,0.81
INV-35501700018,2021-04-01,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1032200,Imported Flavored Vodka,370,PERNOD RICARD USA,37403,Absolut Watermelon,6,750,9.99,14.99,6,89.94,4.5,1.18,INV-35501700018,178,0.81
INV-34994500010,2021-03-12,4799,Walgreens #05777 / Des Moines,2930 E University Ave,Des Moines,50317,POINT (-93.559285 41.600575),77,POLK,1031100,American Vodkas,65,Jim Beam Brands,34578,Pinnacle,6,1750,10,15,6,90,10.5,2.77,INV-34994500010,774,0.81
INV-39768200021,2021-09-02,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1012100,Canadian Whiskies,421,SAZERAC COMPANY  INC,11348,Seagrams VO Canadian Whiskey PET,6,1750,10.45,15.68,12,188.16,21,5.54,INV-39768200021,178,0.81
INV-35730300015,2021-04-12,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1012100,Canadian Whiskies,260,DIAGEO AMERICAS,11294,Crown Royal,24,375,8,12,6,72,2.25,0.59,INV-35730300015,179,0.81
INV-36109100004,2021-04-26,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1042100,Imported Dry Gins,35,BACARDI USA INC,28233,Bombay Sapphire Gin,12,1000,16.5,24.75,2,49.5,2,0.52,INV-36109100004,278,0.81
INV-38377000035,2021-07-15,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,POINT (-93.54490600000001 41.629026),77,POLK,1081200,Cream Liqueurs,205,E & J Gallo Winery,73052,RumChata,12,375,8,12,2,24,0.75,0.19,INV-38377000035,1060,0.81
INV-42546800010,2021-12-02,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519491 41.598133),77,Polk,1051100,American Brandies,421,SAZERAC COMPANY  INC,56805,Paul Masson Red Berry Grande Amber,12,750,6.41,9.62,2,19.24,1.5,0.39,INV-42546800010,178,0.81
INV-40151500064,2021-09-16,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1071100,Cocktails /RTD,65,Jim Beam Brands,63347,On the Rocks Cocktails Knob Creek Bourbon Old Fashioned,12,375,6.5,9.75,12,108,4.5,1.18,INV-40151500064,178,0.81
INV-36893000018,2021-05-24,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1051100,American Brandies,421,SAZERAC COMPANY  INC,56196,Paul Masson Peach Grande Amber Brandy,12,750,6.41,9.62,12,115.44,9,2.37,INV-36893000018,278,0.81
INV-39829600022,2021-09-07,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43337,Captain Morgan Original Spiced,12,1000,11.75,17.63,12,211.56,12,3.17,INV-39829600022,278,0.81
INV-43618800045,2022-01-07,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1022100,Mixto Tequila,395,PROXIMO,87403,Jose Cuervo Especial Silver,24,375,6,9,6,54,2.25,0.59,INV-43618800045,16,0.81
INV-33310200054,2021-01-08,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36887,McCormick 80prf Vodka,12,1000,4.13,6.2,12,74.4,12,3.17,INV-33310200054,192,0.81
INV-42973700027,2021-12-16,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519491 41.598133),77,Polk,1012200,Scotch Whiskies,460,Shaw-Ross International,9278,Old Smuggler Scotch PET,6,1750,12,18,6,108,10.5,2.77,INV-42973700027,178,0.81
INV-41902300023,2021-11-11,5057,Kum & Go #535 / Des Moines,4960 E Broadway Ave,Des Moines,50317,"",77,POLK,1062400,Spiced Rum,260,DIAGEO AMERICAS,43334,Captain Morgan Original Spiced,24,375,5,7.5,3,22.5,1.12,0.29,INV-41902300023,181,0.81
INV-41449700078,2021-10-28,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1062200,White Rum,35,BACARDI USA INC,43124,Bacardi Superior,24,375,4.5,6.75,4,27,1.5,0.39,INV-41449700078,511,0.81
INV-43792900005,2022-01-14,4601,Kum & Go #4110 / Guthrie DM,2110 Guthrie Ave,Des Moines,50317,POINT (-93.578684 41.615078),77,POLK,1032100,Imported Vodkas,260,DIAGEO AMERICAS,34456,Ketel One,12,750,11.33,17,1,17,0.75,0.19,INV-43792900005,600,0.81
INV-39028000019,2021-08-09,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,35318,Barton Vodka,6,1750,6.92,10.38,6,62.28,10.5,2.77,INV-39028000019,286,0.81
INV-40772300076,2021-10-07,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1031200,American Flavored Vodka,380,Phillips Beverage,41693,UV Blue Raspberry,12,750,7,10.5,24,252,18,4.75,INV-40772300076,511,0.81
INV-40153000023,2021-09-16,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1081300,American Cordials & Liqueur,421,SAZERAC COMPANY  INC,84142,99 Peaches PET Mini,1,50,51.6,77.4,1,77.4,0.05,0.01,INV-40153000023,179,0.81
INV-42191600071,2021-11-19,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1022100,Mixto Tequila,395,PROXIMO,89194,Jose Cuervo Especial Reposado Flask,24,375,6,9,6,54,2.25,0.59,INV-42191600071,16,0.81
INV-38424900011,2021-07-16,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1031100,American Vodkas,205,E & J Gallo Winery,36969,New Amsterdam 80prf,12,750,7.5,11.25,1,11.25,0.75,0.19,INV-38424900011,192,0.81
INV-37605800041,2021-06-17,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,POINT (-93.54490600000001 41.629026),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,384,518.4,38.4,10.14,INV-37605800041,1060,0.81
INV-35535300024,2021-04-02,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1022200,100% Agave Tequila,395,PROXIMO,89230,1800 Anejo,6,750,22.41,33.62,6,201.72,4.5,1.18,INV-35535300024,300,0.81
INV-40371700016,2021-09-23,4599,Quik Trip #500 / Hubbell DM,3700 Hubbell Ave,Des Moines,50317,POINT (-93.54490600000001 41.629026),77,POLK,1031100,American Vodkas,300,McCormick Distilling Co.,36903,McCormick 80prf Vodka,48,200,1.13,1.7,48,81.6,9.6,2.53,INV-40371700016,1060,0.81
INV-35502200206,2021-04-01,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74805,Jack Daniels Tennessee Apple,24,375,7.5,11.25,6,67.5,2.25,0.59,INV-35502200206,179,0.81
INV-33283000033,2021-01-07,5566,East End Liquor & Tobacco,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1071100,Cocktails /RTD,35,BACARDI USA INC,56856,Bacardi Bahama Mama RTS,6,1750,9.53,14.3,6,85.8,10.5,2.77,INV-33283000033,179,0.92
INV-34957200008,2021-03-12,4617,Lickety Liquor,2501 HUBBELL AVE,Des Moines,50317,POINT (-93.570489 41.607817),77,POLK,1022200,100% Agave Tequila,260,DIAGEO AMERICAS,89164,Don Julio 1942,6,750,67.67,101.51,1,101.51,0.75,0.19,INV-34957200008,286,0.81
INV-34768200011,2021-03-05,4433,Kum & Go #24  Pleasant Hill,5970 Morning Star Ct,Pleasant Hill,50317,POINT (-93.492204 41.597596),77,Polk,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.17,10.76,6,63.9,10.5,2.77,INV-34768200011,724,0.81
INV-33457700011,2021-01-14,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64858,Fireball Cinnamon Whiskey Mini Dispenser,1,50,25.8,38.7,1,38.7,0.05,0.01,INV-33457700011,278,0.81
INV-43235200078,2021-12-24,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36974,Nikolai Vodka,24,375,1.71,2.57,6,15.42,2.25,0.59,INV-43235200078,16,0.81
INV-39809500024,2021-09-03,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1052100,Imported Brandies,65,Jim Beam Brands,47786,Courvoisier VS Cognac,12,750,18.5,27.75,12,315,9,2.37,INV-39809500024,300,0.81
INV-35360500048,2021-03-26,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1011100,Blended Whiskies,297,Laird & Company,23824,Five Star,24,375,2.09,3.14,24,75.36,9,2.37,INV-35360500048,192,0.81
INV-41449700083,2021-10-28,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1701100,Temporary & Specialty Packages,255,Infinium Spirits,101386,Zaya Grand Reserva 16YR Rum w/ 2 Tiki Glasses,6,750,13.98,20.97,2,41.94,1.5,0.39,INV-41449700083,511,0.81
INV-33310200024,2021-01-08,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,12,199.32,9,2.37,INV-33310200024,192,0.81
INV-39982700024,2021-09-11,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89196,Jose Cuervo Especial Reposado,12,750,11.07,16.61,1,16.61,0.75,0.19,INV-39982700024,192,0.81
INV-38183300063,2021-07-08,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,86884,Southern Comfort,24,375,4.78,7.17,24,172.08,9,2.37,INV-38183300063,511,0.81
INV-43468400017,2022-01-02,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519491 41.598133),77,Polk,1071100,Cocktails /RTD,305,Mhw LTD,67075,Twisted Shotz Sex on the Beach,1,1800,54.18,81.27,1,81.27,1.8,0.47,INV-43468400017,178,0.81
INV-36409300010,2021-05-06,2536,HY-VEE / PLEASANT HILL,4815 Maple Drive,Pleasant Hill,50317,POINT (-93.519187 41.598109),77,Polk,1091200,Neutral Grain Spirits,434,LUXCO INC,41844,Everclear 151,24,375,4.2,6.3,3,18.9,1.12,0.29,INV-36409300010,178,0.81
INV-41244400004,2021-10-21,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1011700,Corn Whiskies,342,DV Spirits LLC,27370,American Born Moonshine Apple Pie,6,750,11.5,17.25,1,17.25,0.75,0.19,INV-41244400004,179,0.81
INV-42150900022,2021-11-18,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1022200,100% Agave Tequila,342,DV Spirits LLC,87769,Campo Bravo Plata Tequila Mini,6,50,9,13.5,1,13.5,0.05,0.01,INV-42150900022,179,0.81
INV-38031300047,2021-07-02,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,74805,Jack Daniels Tennessee Apple,24,375,7.5,11.25,8,90,3,0.79,INV-38031300047,16,0.81
INV-36453800036,2021-05-07,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1011400,Tennessee Whiskies,85,Brown Forman Corp.,86670,Jack Daniels Tennessee Honey,12,750,15.57,23.36,2,46.72,1.5,0.39,INV-36453800036,16,0.81
INV-40814400037,2021-10-08,5443,1st Stop Beverage Shop,2839 East University Ave.,Des Moines,50317,POINT (-93.561517 41.600476),77,POLK,1081600,Whiskey Liqueur,421,SAZERAC COMPANY  INC,64870,Fireball Cinnamon Whiskey,48,100,0.9,1.35,48,64.8,4.8,1.26,INV-40814400037,300,0.81
INV-39729900007,2021-09-01,2636,Hy-Vee Wine and Spirits / Hubbell,2310 Hubbell Ave,Des Moines,50317,POINT (-93.573845 41.604312),77,POLK,1022100,Mixto Tequila,395,PROXIMO,89199,Jose Cuervo Especial Reposado Square,12,375,6,9,24,216,9,2.37,INV-39729900007,278,0.81
INV-41664500011,2021-11-04,6129,East End Liquor / Des Moines,3804 Hubbell Ave,Des Moines,50317,POINT (-93.541351 41.630849),77,POLK,1081200,Cream Liqueurs,260,DIAGEO AMERICAS,68034,Baileys Original Irish Cream,12,375,8.49,12.74,3,38.22,1.12,0.29,INV-41664500011,179,0.81
INV-33310600067,2021-01-08,4169,Super Quick 2 / Hubbell,1824 Hubbell Ave,Des Moines,50317,"",77,POLK,1052100,Imported Brandies,389,REMY COINTREAU USA INC,49185,Remy Martin VSOP Flask,12,375,12.29,18.44,6,110.64,2.25,0.59,INV-33310600067,16,0.81
INV-36266900040,2021-04-30,4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,2800 E University Ave,Des Moines,50317,POINT (-93.562106 41.600564),77,POLK,1031100,American Vodkas,421,SAZERAC COMPANY  INC,36978,Nikolai Vodka,6,1750,6.92,10.38,6,58.5,10.5,2.77,INV-36266900040,192,0.81
INV-35859900040,2021-04-16,2532,Hy-Vee Food Store #2 / Des Moines,2540 E Euclid,Des Moines,50317,POINT (-93.569452 41.627838),77,POLK,1031100,American Vodkas,626,JDSO INC / Red Boot Distillery,36875,Blue Ox Vodka,6,1750,7.17,10.76,12,129.12,21,5.54,INV-35859900040,511,0.81
INV-38187500014,2021-07-09,4601,Kum & Go #4110 / Guthrie DM,2110 Guthrie Ave,Des Moines,50317,POINT (-93.578778 41.61508),77,POLK,1051100,American Brandies,205,E & J Gallo Winery,52596,E & J VS,12,750,6.5,9.75,12,117,9,2.37,INV-38187500014,600,0.81
