Cluster ID,Link Score,description,price,source file,source_file,title,unique_id
305.0,0.5454500317573547,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02/ For 80 GB iPod Classic/ Dual Layer Hybrid Protection/ Shock Absorbing Rubber Combined With Crystal Clear Plastic/ Removable Belt Clip/ Open And Shut Case With Dual Secure Sliding Latch,"",0,0,Contour Design Showcase Premium Protection Case For 80 GB iPod Classic - SHCLS80B02,447
306.0,0.5454517602920532,Sony LCS-CSL Black Cyber-Shot W And S Series Digital Camera Carrying Case - LCSCSL/ Designed Exclusively For Your Cyber-Shot W And S Series Digital Camera/ Form-Fitting Design/ Leather Material/ Black Finish,"",0,0,Sony Black Cyber-Shot W Series Digital Camera Carrying Case - LCSCSL,448
308.0,0.5454534292221069,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B/ Compatible With DECT KX-TG8231/8232 Series Phone Systems/ DECT 6.0 Technology/ Answering System With Compatible Base Unit/ Call Waiting Caller ID/ Join In/Privacy/ Full Color Backlit LCD Display/ Black Finish,"",0,0,Panasonic KX-TGA820B Black DECT 6.0 Cordless Handset - KXTGA820B,449
310.0,0.5454500913619995,Panasonic Black Expandable Digital Cordless Dect 6.0 Phone System - KXTG8232B/ Large 1.5' Color LCD/ Extended Talk Time/ Reduced Interference/ Hearing Aid Compatibility/ All-Digital Answering System/ 2 Handsets/ Piano Black Finish,"",0,0,Panasonic Black Expandable Digital Cordless Dect 6.0 Phone System - KXTG8232B,450
310.0,0.5454555153846741,"Panasonic PT-AX200U White Home Theater Projector - PTAX200/ 2,000-Lumen Brightness/ Pure Color Filter/ Dynamic Iris/ Smooth Screen Technology/ Advanced Dynamic Sharpness Control/ 6,000:1 Contrast Ratio/ 1280 x 720 Pixels (1920 x 1080 Pixels With Compression)/ White Finish","",0,0,Panasonic PT-AX200U White Home Theater Projector - PTAX200,451
311.0,0.5454556345939636,Linksys Black Media Center Extender - DMA2100/ Works With Your Windows Vista Media Center PC/ Dual Band 802.11N Wireless/ Learning Remote Included,$119.00,0,0,Linksys Black Media Center Extender - DMA2100,452
312.0,0.545451283454895,Sirius Sportster 5 Dock And Play Radio With Car Kit - SP5TK1/ Simple Navigation/ Vivid Multi-Color Display/ SIRIUS Replay Allows Replay Up To 60 Min./ 30 Presets/ FM Preset Function/ One-Touch Jump Button/ Rotary Tuning Knob/ Parental Controls/ Personalized Sports Ticker/ Black Finish,"",0,0,Sirius Sportster 5 Dock And Play Radio With Car Kit - SP5TK1,453
313.0,0.5454508066177368,Sirius Stiletto 2 Vehicle Kit - SLV2/ Designed For Use With The Sirius Stiletto 2/ Get Direct One-Touch Access To Traffic And Weather/ Built-In FM Transmitter To Play Satellite Radio Through Your Cars Audio System,$49.00,0,0,Sirius Stiletto 2 Vehicle Kit - SLV2,454
314.0,0.5454495549201965,Sirius STILETTO 2 Portable Satellite Radio - SL2PK1/ SIRIUS Replay Controls/ Record Up To 100 Hours/ Stores Up To 10 Hours Of Individual Songs/ 2GB Internal Memory/ Personalized Sports Ticker/ SRS TruBass And 3D Focus Technologies/ WiFi/ Black Finish,"",0,0,Sirius STILETTO 2 Portable Satellite Radio - SL2PK1,455
315.0,0.5454477667808533,Sirius STILETTO 2 Home Docking Kit - SLH2/ Stereo Audio Output Connects With Home Audio System Or Speakers/ Headphone Jack/ PC Sync/ Compatible With Stiletto 2 Radios/ Charges Stiletto 2 While Docked/ Black Finish,$49.00,0,0,Sirius STILETTO 2 Home Docking Kit - SLH2,456
316.0,0.5454447865486145,"Polk Audio Sirius Satellite Radio Home Tuner - SRH1000/ 6-Line, Front Panel Graphic Display/ SIRIUS Replay/ TV Screen Graphical User Interface/ RCA Stereo & Optical Digital Outputs / Black Finish","",0,0,Polk Audio Sirius Satellite Radio Home Tuner - SRH1000,457
318.0,0.5454516410827637,Griffin iTrip FM Transmitter - 4052TRPSEB/ One-Touch Tuning/ New SmartSound? Technology/ Back-Lit Display/ Included USB-to-Mini-USB Cable/ 10-30 Foot Operation Range/ No Batteries Required/ Black Finish,"",0,0,Griffin iTrip FM Transmitter - 4052TRPSEB,458
"","","Canon Deluxe Grey Leather Case - 2349B001/ Genuine Leather Case/ Designed For The PowerShot SD770 IS, SD1100 And SD1000/ Grey Finish","",0,0,Canon Deluxe Grey Leather Case - 2349B001,459
320.0,0.5454486608505249,Polk Audio CSI A4 Black Center Channel Loudspeaker - CSIA4BK/ 1' Silk/Polymer Dome Tweeter/ Dual 5-1/4' Mid/Woofers/ Magnetic Shielding/ All-MDF Construction/ Acoustically Inert Stamped Driver Baskets/ Floating Anti-Diffraction Grilles/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Black Finish/ Sold As A Single,$279.95,0,0,Polk Audio CSI A4 Black Center Channel Loudspeaker - CSIA4BK,460
320.0,0.5454517006874084,Polk Audio CSI A4 Cherry Center Channel Loudspeaker - CSIA4CH/ 1' Silk/Polymer Dome Tweeter/ Dual 5-1/4' Mid/Woofers/ Magnetic Shielding/ All-MDF Construction/ Acoustically Inert Stamped Driver Baskets/ Floating Anti-Diffraction Grilles/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Cherry Finish/ Sold As A Single,$279.95,0,0,Polk Audio CSI A4 Cherry Center Channel Loudspeaker - CSIA4CH,461
321.0,0.5454487800598145,Polk Audio CSI A6 Black Center Channel Loudspeaker - CSIA6BK/ Dual 6-1/2' Mid/Woofers/ 1' Silk/Polymer Dome Tweeter/ Dual Rear PowerPort Bass Venting/ Magnetic Shielding/ Mylar Bypass Capacitors/ Acoustic Resonance Control (ARC Port) Technology/ Dual Bi-Ampable Gold-Plated 5-Way Binding Post Inputs/ Butyl Rubber Surrounds/ Floating Anti-Diffraction Grilles/ All-MDF Construction/ Black Finish/ Sold As A Single,$449.95,0,0,Polk Audio CSI A6 Black Center Channel Loudspeaker - CSIA6BK,462
"","",Apple Mac Mini 1.83GHz Intel Core 2 Duo Computer - MB138LLA/ 1.83GHz Intel Core 2 Duo/ 1GB Memory/ 80GB Hard Drive/ 24x Combo Drive/ Built-In Speakers/ Four USB 2.0 Ports And One FireWire 400 Port/ Mac OS X v10.5 Leopard,$599.00,0,0,Apple Mac Mini 1.83GHz Intel Core 2 Duo Computer - MB138LLA,463
322.0,0.5454521775245667,"Nikon D300 Digital SLR Digital Camera - D300BODY/ 12.3 Megapixel DX-Format CMOS Sensor/ 3' Super Density 920,000-dot VGA Color Monitor/ Continuous Shooting Up To 6 Frames Per Second/ Fast Accurate 51-Point Autofocus With 3D Focus Tracking/ Scene Recognition System (SRS)/ Dynamic Integrated Dust Reduction System/ Two LiveView Shooting Modes/ Picture Control Settings/ Rugged Magnesium-Alloy Construction/ Black Finish/ Body Only","",0,0,Nikon D300 Digital SLR Digital Camera - D300BODY,464
324.0,0.5454515814781189,"Yamaha Black Digital Sound Projector - YSP4000BK/ 120W Total Power (2W x 40 + 20W x 2)/ Neural Surround/ SRS TruBass/ IntelliBeam/ 42 Speakers In One Box/ Cinema DSP Digital/ Compressed Music Enhancer/ High-Definition Video Upscaling To 720p/1080i/ Digital Amplifier/ HDMI/ Dolby Digital, Dolby Pro Logic II, DTS, DTS Neo:6 Compatibility/ Black Finish","",0,0,Yamaha Black Digital Sound Projector - YSP4000BK,465
"","",Yamaha High Performance Subwoofer In Black - YSTFSW150BK/ 130 Watts Dynamic Power/ Advanced YST II (Yamaha Active Servo Technology)/ Linear Port/ Powerful 6.5? Multi-Range Driver/ Magnetically Shielded/ 30 -150 Hz Low Frequency Response/ Down-Firing Active Design/ Best Matching For Front Surround Systems And Micro Component Systems/ Black Finish,$279.00,0,0,Yamaha High Performance Subwoofer In Black - YSTFSW150BK,466
"","",Yamaha High Performance Subwoofer - YSTFSW100BK/ 130 Watts Dynamic Power/ Advanced YST II (Yamaha Active Servo Technology)/ Half Pipe Port/ Powerful 6.5? Multi-Range Driver/ Magnetically Shielded/ 16Hz Ultra Low Frequency Reproduction/ Slim Design/ Black Finish,$150.00,0,0,Yamaha High Performance Subwoofer -  Black Finish - YSTFSW100BK,467
324.0,0.545456051826477,"Yamaha Mounting Installation Bracket - SPMK30/ Hanging Bracket Keeps Your YSP-4000, YSP-3000, YSP-900 And YSP-800 Digital Sound Projector In Place/ Black Finish","",0,0,Yamaha Mounting Installation Bracket - SPMK30,468
326.0,0.5454534888267517,Linksys Ultra RangePlus Wireless-N Broadband Router - WRT160N/ Internet-Sharing Router/ 4-Port Switch/ Enhanced Wireless Access Point/ MIMO Technology/ Faster Than Wireless-G/ Protected By Wireless Encryption/ Powerful SPI Firewall/ 2 Antennas/ Glossy Black Finish,$79.00,0,0,Linksys Ultra RangePlus Wireless-N Broadband Router - WRT160N,469
327.0,0.5454506278038025,Logitech Harmony RF Wireless Extender - RFEXT/ Range Up To 100 Feet/ Designed For Use With The Logitech Harmony 1000 Or 890 Advanced Universal Remotes/ Black Finish,"",0,0,Logitech Harmony RF Wireless Extender - RFEXT,470
328.0,0.5454474091529846,SIRIUS SiriusConnect Vehicle Kit In Black - SCVDOC1/ Compact Design/ Compatible With The Next Generation Of SiriusConnect Interface Adapters/ 3 Interchangeable Adapter Plates/ Black Finish,$59.00,0,0,SIRIUS SiriusConnect Vehicle Kit In Black - SCVDOC1,471
329.0,0.5454509854316711,Motorola MotoRokr Portable Bluetooth Car Kit Speaker Phone - T505/ 2.0 Bluetooth Wireless Technology/ Noise Cancellation Technology/ Loud Sound High Speaker Output/ Audio CallerID/ StationFinder/ Convenient Multi-Function Button/ Long Battery Life/ Mini-USB Connector/ Black Finish,$129.00,0,0,Motorola MotoRokr Portable Bluetooth Car Kit Speaker Phone - T505,472
330.0,0.5454534292221069,Linksys Wireless-G Internet Home Monitoring Camera - WVC54GCA/ Sends High-Quality Live Audio And Video To Your Network Wirelessly/ Viewable From Most Web Browsers Anywhere In The World/ Built-In Video Stream Encoder And Stand-Alone Web Server (No PC Necessary)/ Security Mode/ Supports MPEG-4 And MJPEG Video At Up To 640x480/ Up To Four Simultaneous Remote Users,$99.00,0,0,Linksys Wireless-G Internet Home Monitoring Camera - WVC54GCA,473
331.0,0.545453667640686,"Linksys Dual-Band Wireless-N Gaming Adapter - WGA600N/ Lag-Free Head-To-Head Or Internet Gaming/ Converts Wired-Ethernet-Ready Game Consoles To Wireless-N Network Connectivity/ Works Without Drivers On Xbox, Xbox 360, PlayStation2 Or 3 And GameCube/ Dynamically Changes Channels And Radio Bands (2.4 Or 5GHz)/ Works On Any Platform/ Black Finish",$89.00,0,0,Linksys Dual-Band Wireless-N Gaming Adapter - WGA600N,474
333.0,0.5454548001289368,LaCie 1TB USB 2.0 External Hard Drive - 301304U/ Up to 480Mbits/s (60MB/s) Interface Transfer Rate/ Smart Fanless Cooling System For Quiet Operation/ Blue LED For Ambient Underside Glow/ 8MB Cache/ Compatible With Windows And Mac,"",0,0,LaCie 1TB USB 2.0 External Hard Drive - 301304U,475
334.0,0.5454543232917786,LaCie 500GB USB 2.0 External Hard Drive - 301302U/ Up to 480Mbits/s (60MB/s) Interface Transfer Rate/ Smart Fanless Cooling System For Quiet Operation/ Blue LED For Ambient Underside Glow/ 8MB Cache/ Compatible With Windows And Mac/ Black Finish,"",0,0,LaCie 500GB USB 2.0 External Hard Drive - 301302U,476
334.0,0.545445442199707,Delonghi Coffee Maker In Black - DCF212T/ Complete Frontal Access/ 12 Cup Capacity/ 24 Hour Programmable Digital Timer/ Pause And Serve Function/ Permanent Long Lasting Gold - Tone Filter/ Black Finish,"",0,0,Delonghi Coffee Maker In Black - DCF212T,477
335.0,0.5454550385475159,"Linksys Dual-Band Wireless-N USB Network Adapter - WUSB600N/ High-Speed Wireless-N (Draft 802.11n) Networking/ MIMO Technology/ Operates In The 2.4 And 5GHz Radio Bands/ Connects To Wireless-G, B And A Networks",$69.00,0,0,Linksys Dual-Band Wireless-N USB Network Adapter - WUSB600N,478
337.0,0.545452356338501,Monster iCarPlay Wireless 250 FM Transmitter With AutoScan For iPod And iPhone  - AIPFMCH250/ Plays iPod Or iPhone Music Over Any Car Stereo/ Vibrant Sound/ Works With Any FM Car Radio/ 3 Programmable Presets/ FM Stations Range From 88.1 To 107.9/ Easy To Use/ Convenient Charging While You Drive/ Black Finish,$100.00,0,0,Monster iCarPlay Wireless 250 FM Transmitter With AutoScan for iPod And iPhone - AIPFMCH250,479
338.0,0.5454497933387756,"Escort Passport X50 Radar And Laser Detector - 8500/ X-Band, K-Band, Ka-Band Operating Bands/ AlGaAs 280 LED Matrix/Text Display Type/ 3-Level Dimming, Plus Dark Mode/ Auto Mute/ City Mode Sensitivity/ Compact Size/ Red Display",$313.95,0,0,Escort Passport Radar And Laser Detector - Black Finish - 8500,480
340.0,0.5454463958740234,Escort Passport 9500I Radar And Laser Detector - 9500I/ 360-Degree Radar And Laser Detection/ Blistering All-Band Protection/ GPS-Powered Truelock Filter/ Immune To The VG-2 'Detector-Detector'/ Built-In Earphone Jack/ Red Display,$449.95,0,0,Escort Passport 9500I Radar And Laser Detector - 9500I,481
340.0,0.5454522967338562,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400/ 24-Hour Programmable Cook Time/ Digital Countdown Timer/ Three Cooking Modes/ Touchpad Control Panel With LCD Timed Display/ Dishwasher-Safe Removable Ceramic Cooking Pot/ Nonslip Rubber Feet/ Stainless Steel Finish,"",0,0,Cuisinart Stainless Steel 4-Quart Programmable Slow Cooker - PSC400,482
341.0,0.5454512238502502,"Cuisinart Stainless Steel Convection Toaster Oven - TOB195/ 0.6 Cu. Ft. Capacity/ Bake, Broil, Toast, And Convection Functions/ Exact Heat Sensor/ Brushed Chrome Exterior/ Easy-Clean Interior/ Total Touch Touchpad Controls/ Clock And Oven Timer/ Instruction And Recipe Book/ Stainless Steel Finish","",0,0,Cuisinart Stainless Steel Convection Toaster Oven - TOB195,483
342.0,0.5454497933387756,DeLonghi Magnifica Super-Automatic Espresso/Coffee Machine - ESAM3300/ Stainless-Steel Removable Double Boiler/ Instant Reheat/ Removable Water Tank And Bean Container/ Integrated Burr Grinder/ Cappuccino System/ Cup Tray/ Silver Finish,$799.95,0,0,DeLonghi Magnifica Super-Automatic Espresso/Coffee Machine - ESAM3300,484
343.0,0.5454501509666443,Sony Memory Stick PRO DUO Adapter For CompactFlash Slot - ADMSCF1/ For Compact Flash Slots/ Flexibility To Use Memory Stick Duo With Sony (Alpha) DSLR Cameras,"",0,0,Sony Memory Stick PRO DUO Adapter For CompactFlash Slot - ADMSCF1,485
344.0,0.5454505681991577,"Sony Telephoto Converter Lens - VCLDH1774/ 1.7x Magnification/ Made For Cyber-Shot DSC-H7, DSC-H9 Or DSC-H50 Digital Cameras/ Aluminum Housing/ Black Finish",$169.99,0,0,Sony Telephoto Converter Lens - VCLDH1774,486
345.0,0.5454469919204712,Haier 20' ATSC Color Tube Television - HTR20/ Video Noise Reduction/ Multi Picture Modes/ Multilingual Display/ Digital Comb Filter/ Component Video Input/ Front AV Jacks,"",0,0,Haier 20' ATSC Color Tube Television - HTR20,487
"","",LG WM3988HWA 4.2 Cu Ft White Full Size SteamWasher And Dryer Combo - WM3988WH/ 4.2 Cu. Ft. Capacity/ Electronic Control Panel With Dial-A-Cycle/ Direct Drive/ SenseClean System/ RollerJets And Forced Water Circulation/ Sanitary Cycle/ LoDecibel Quiet System/ Transparent Glass Window Door/ White Finish,"",0,0,LG WM3988HWA 4.2 Cu Ft White Full Size SteamWasher And Dryer Combo - WM3988WH,488
347.0,0.5454496145248413,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB/ Dual 3' TFT Color LCD Touchscreens/ Slimmer Design/ Dual Slot Compatibility (DS Lite/Game Boy Advance Game Paks)/ Twin Ultra Bright LCD Screens/ Up To 19 Hours Continuous Gameplay/ Nintendo Wi-Fi Connection/ Impressive 3D Graphics/ Dual Stereo Speakers/ Cobalt and Black Finish,$139.00,0,0,Nintendo DS Lite Cobalt/Black Portable Gaming System - NDSUSGBMKB,489
348.0,0.5454502701759338,Griffin iTrip AutoPilot - 4046TRPAUTOC/ Charge/Control/Play Your iPod Or iPhone On Your Car Stereo/ FM frequency/ RDS Technology/ AutoPilot/ SmartScan/ SmartSound Plus Technology/ High-Contrast Display/ Three-Stage Light Ring/ Black Finish,"",0,0,Griffin 4046-TRPAUTOC iTrip AutoPilot - 4046TRPAUTOC,490
350.0,0.5454519987106323,"Logitech Harmony One Advanced Universal Remote Control - HARMONY1/ One-Touch Access To Your Entertainment/ Replaces Up To 15 Remotes/ Full-Color Touch Screen/ Sculpted, Backlighted Buttons In Logical Zones/ Ergonomic Design/ Rechargeable/ Guided Online Setup/ World?s Largest AV Control Database/915-000035",$249.00,0,0,Logitech Harmony One Advanced Universal Remote Control - HARMONY1,491
351.0,0.545448362827301,"LaCie Little Disk 320GB Black Portable Hard Drive - 301829/ Compact, Thin And Lightweight Design/ Back Up, Synchronize And Secure Files And Settings/ Extractable Integrated USB Cable And Protective Cap/ Hi-Speed USB 2.0/ PC And Mac Compatible/ Black Finish",$119.00,0,0,LaCie Little Disk 320GB Black Portable Hard Drive - 301829,492
351.0,0.5454497933387756,LaCie 500GB d2 Quadra External Hard Drive - 301825U/ Quadruple Interface For Full PC And Mac Compatibility/ Interface Bandwidth Up To 3Gbits/s (eSATA)/ Advanced Aluminum Heat Sink Design Cooling System For Quiet Operation/ 7200 Rotational Speed (rpm)/ 16MB Cache/ Compatible With Time Machine,$159.00,0,0,LaCie 500GB d2 Quadra External Hard Drive - 301825U,493
353.0,0.5454534888267517,Canon Vixia High Definition Camcorder - HV30/  2.7' Color Widescreen LCD/ 10x HD Video Zoom Lens/ 2.96 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ Built-In Ultra Video Light/ MiniSD Card Slot/ Built-In Electronic Lens Cover,"",0,0,Canon Vixia High Definition Camcorder - HV30,494
354.0,0.5454535484313965,Canon Vixia High Definition Camcorder - HF100/ 2.7' Color Widescreen LCD/ 12x HD Video Zoom Lens/ 3.3 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ RGB Primary Color Filter/ Built-In Electronic Lens Cover,"",0,0,Canon Vixia High Definition Camcorder - HF100,495
354.0,0.5454499125480652,Canon DVD Camcorder - DC320/ Image Stabilization/ Widescreen HR Recording/ 2.7' LCD Screen/ Smooth Zoom Control/ Built-In Lens Cover/ 9 Digital Effects/9 Fades/ 21 Selectable Display Languages/ 37x Optical/2000x Digital Zoom/ Silver Finish,"",0,0,Canon DVD Camcorder - DC320,496
356.0,0.5454534888267517,Canon Vixia High Definition Camcorder - HF10/ 2.7' Color Widescreen LCD/ 12x HD Video Zoom Lens/ 3.3 Megapixel/ DIGIC DV II Image Processor/ 200x Digital Zoom/ Built In 16 GB Memory/ SD Card Slot For Expanded Memory/ RGB Primary Color Filter/ Built-In Electronic Lens Cover,"",0,0,Canon Vixia High Definition Camcorder - HF10,497
"","",Canon Silver Dual Flash Memory Camcorder - FS10/ 8GB Internal Flash Drive/ SDHC Card Slot/ Built-In Electronic Lens Cover/ Wireless Remote Control/ 2.7' Widescreen LCD/ 1.07 Megapixel CCD Image Sensor/ 48x Advanced Zoom/ Moonstone Silver Finish,"",0,0,Canon Silver Dual Flash Memory Camcorder - FS10,498
"","",Canon Silver Dual Flash Memory Camcorder - FS11/ 16GB Internal Flash Drive/ SDHC Card Slot/ Built-In Electronic Lens Cover/ Wireless Remote Control/ 2.7' Widescreen LCD/ 1.07 Megapixel CCD Image Sensor/ 48x Advanced Zoom/ Moonstone Silver Finish,"",0,0,Canon Silver Dual Flash Memory Camcorder - FS11,499
"","",Canon Silver Flash Memory Camcorder - FS100S/ Built-In Electronic Lens Cover/ Wireless Remote Control/ 2.7' Widescreen LCD/ 1.07 Megapixel CCD Image Sensor/ 48x Advanced Zoom/ Silver Finish,"",0,0,Canon Silver Flash Memory Camcorder - FS100S,500
357.0,0.5454508662223816,Sharp Aquos 37' LCD HDTV In Black - LC37D44U/ 7500:1 Dynamic Contrast Ratio/ Built In ATSC/QAM/NTSC Tuning System/ 6ms Response Time/ 1366 x 768 Pixel Resolution/ Advanced Super View/ 16:9 Aspect Ratio/ Black Finish,"",0,0,Sharp Aquos 37' LCD HDTV In Black - LC37D44U,501
358.0,0.5454506278038025,Toshiba Black Progressive Scan DVD Player - SD4100/ Multiformat Playback/ ColorStream Pro Progressive Scan Component Video Outputs/ JPEG Photo Viewer/ Slim Chassis/ Black Finish,"",0,0,Toshiba Black Progressive Scan DVD Player - SD4100,502
360.0,0.5454499125480652,Uniden DECT 6.0 Digital Accessory Handset - DCX300/ DECT 6.0 Interference Free Cordless Frequency/ Large Color Display/ Blue Backlit Keypad/ Handset Speakerphone/ Intercom or Call Transfer Between Handsets/ Polyphonic Ring Tones/ Advanced Phonebook Features/ Last 5 Number Redial/ Piano Black Finish,$34.00,0,0,Uniden DECT 6.0 Digital Accessory Handset  - DCX300,503
361.0,0.5454524755477905,Panasonic 5.8 GHz Black Expandable Digital Cordless Phone System - KXTG4323B/ Include 3 Handsets/ Expandable Up To 4 Handsets/ Digital Answering Machine System/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Mute/ Clock/ Alarm/ LED Lighting/ Speakerphone/ Intercom/ 11 Days Standby/ 5 Hours Talk Time/ Black Finish,$79.00,0,0,Panasonic 5.8 GHz Black Expandable Digital Cordless Phone System - KXTG4323B,504
362.0,0.5454524755477905,Panasonic 5.8 GHz Black Expandable Digital Cordless Phone System - KXTG4324B/ 4 Handsets System/ Digital Answering Machine/ Ringer ID/ Call Waiting Caller ID/ Voicemail/ Hold/ Mute/ Clock/ Alarm/ LED Lighting/ Night Mode/ Speakerphone/ Intercom/ 11 Days Standby/ 5 Hours Talk Time/ Black Finish,"",0,0,Panasonic 5.8 GHz Black Expandable Digital Cordless Phone System - KXTG4324B,505
362.0,0.5454480648040771,Panasonic DECT 6.0 Silver Digital Cordless Handset - KXTGA630S/ For Use With Panasonic 6300 And 9300 Series Phone Systems/ DECT 6.0 Technology/ 60 Channels/ Call Waiting Caller ID/ 1.4' Amber Backlit LCD Display/ Wall Mountable/ 11 Days Standby Time/ 5 Hours Talk Time/ Silver Finish,$29.99,0,0,Panasonic DECT 6.0 Silver Digital Cordless Handset - KXTGA630S,506
364.0,0.5454503297805786,Transcend JetFlash V10 16GB USB Flash Drive - TS16GJFV10/ Hi-Speed USB 2.0/ Capless Sliding Design Protects The Connector/ Easy Plug And Play Installation/ AES Encryption/ DataBackup Function/ Keychain Hook And Neck Strap/ Green Finish,$38.00,0,0,Transcend JetFlash V10 16GB USB Flash Drive - TS16GJFV10,507
364.0,0.5454556941986084,"Transcend 16GB SDHC Card And Compact Card Reader - TS16GSDHC6S5W/ SDHC Card Is Class 6 Compliant And Compatible With All SDHC-Labeled Host Devices/ Card Reader Is Fully Compatible With Hi Speed USB 2.0, Up To 480Mb/s And Supports SDHC Memory Cards","",0,0,Transcend 16GB SDHC Card And Compact Card Reader - TS16GSDHC6S5W,508
"","","Samsung DLP TV Stand In Black - TR72BX/ Designed To Fit Samsung HLT7288 HLT7288, HL72A650, and HL67A650 Television Sets/ Tempered 6mm Tinted Glass Shelves/ Wide Audio Storage Shelves To Accommodate 4 Or More Components/ Wire Management System/ Easy To Assemble/ High Gloss Black Finish",$369.00,0,0,Samsung DLP TV Stand In Black - TR72BX,509
366.0,0.5454528331756592,"Weber Q 320 Liquid Propane Table And Outdoor Grill - 586002/ 462 Sq. In. Total Cooking Area/ 21,700 BTU Stainless Steel Burners/ Porcelain-Enameled Cast-Iron Cooking Grate/ Cast-Aluminum Lid And Body/ Electronic Ignition/ Grill Out Handle Light/ Folding Work Tables With Tool Holders/ Removable Catch Pan/ Built-In Thermometer/ Stationary Cart Included/ Black And Aluminum Finish/ Assembly Required",$379.00,0,0,Weber Q 320 Liquid Propane Table And Outdoor Grill - 586002,510
"","","Weber Gas Barbecue Rotisserie - 7519/ Fits Genesis E-300, S-300 Gas Grills/ Heavy-Duty Electric Motor/ Counterbalance For Smooth Turning",$80.00,0,0,Weber Gas Barbecue Rotisserie - 7519,511
"","",Weber Cast Iron Griddle - 7531/ Heavy-Duty Cast Iron Griddle/ Fits Weber Genesis Silver A & Spirit 500 Gas Grills,$44.99,0,0,Weber Cast Iron Griddle - 7531,512
"","",Weber Cast Iron Griddle - 7542/ Heavy-Duty Cast Iron Griddle/ Two-Sided For Cooking A Variety Of Foods/ Fits Several Weber Grills,$44.99,0,0,Weber Cast Iron Griddle - 7542,513
"","","Weber Premium Black Grill Cover - 7550/ Heavy-Duty Vinyl/ Compatible With Spirit E-200 Series, Spirit 500 And Genesis Silver A Gas Grills/ Black Finish",$40.00,0,0,Weber Premium Black Grill Cover - 7550,514
367.0,0.5454564690589905,Logitech Cordless Desktop MX 5500 Revolution Keyboard And Mouse Combination - 920000383/ Cordless Laser Mouse/ Revolutionary Scroll Wheel/ Precise Click-To-Click Scrolling/ Rapid Charging Stand/ Dynamic LCD Keyboard Display/ Bluetooth Wireless Technology/ SecureConnect Technology/ Black Finish,$169.00,0,0,Logitech Cordless Desktop MX 5500 Revolution Keyboard And Mouse Combination - 920000383,515
368.0,0.5454487800598145,Speck SeeThru Aqua Hard Shell Case For 20' iMac - IM20AQUSEE/ Adds Color And Style To iMac/ Easy And Safe To Use/ Totally Removable/ Case Does Not Cover The Screen Or Camera/ Fits 20' Widescreen iMac/ Aqua Finish,"",0,0,Speck SeeThru Aqua Hard Shell Case For 20' iMac - IM20AQUSEE,516
"","",Panasonic 40GB Hard Drive Camcorder - SDRH40/ Advanced Optical Image Stabilization/ 40GB Internal Hard Drive/ Up To 36 Hours Recording Time/ Anti-Shock Shield/ One-Touch DVD Copying/ Wind Noise Reduction/ Intelligent Contrast Control/ Built-In SD Slot/ 42x Optical Zoom/ Silver Finish,"",0,0,Panasonic 40GB Hard Drive Camcorder - SDRH40,517
"","",Elgato TV Receiver And Video Converter For Analog & Digital TV - 10020780/ Built-In Hardware Encoder Compresses Audio And Video Signals To MPEG-1 And MPEG-2 Formats/ Convert Analog VHS Tapes Into Digital Files,"",0,0,Elgato TV Receiver And Video Converter For Analog & Digital TV - 10020780,518
370.0,0.545452356338501,Elgato Mac EyeTV Hybrid - 10020630/ Built-In Program Guide/ Export Clips And Entire Episodes To Your Video-Capable iPod/ Records Digital TV,"",0,0,Elgato Mac EyeTV Hybrid - 10020630,519
371.0,0.5454452633857727,Haier 15' Black Flat Panel LCD HDTV DVD Combo - HLC15R/ 720p Resolution/ 300:1 Contrast Ratio/ 16ms Response Time/ 3D Digital Comb Filter/ ATSC/NTSC/QAM Tuner/ Video Noise Reduction/ Black Finish,"",0,0,Haier 15' Black Flat Panel LCD HDTV DVD Combo - HLC15R,520
"","",Haier 13' Silver Tube TV - HTR13/ Built-In Atsc/Ntsc Tuner/ Video Noise Reduction/ Multi Picture Modes/ Multilingual Display/ Digital Comb Filter/ Component Video Input/ Front AV Jacks/ Silver Finish,$124.00,0,0,Haier 13' Silver Tube TV - HTR13,521
372.0,0.5454518795013428,Haier 13' TV/DVD Combo - TCR13/ Integrated ATSC/NTSC - QAM Tuner/ 480I Resolutions/ Digital Comb Filter/ Video Noise Reduction/ Trilingual On-Screen Display/ Full Function Remote/ V-Chip Parental Control/ Silver Finish,"",0,0,Haier 13' TV/DVD Combo - TCR13,522
373.0,0.545452356338501,Griffin iPod RoadTrip With SmartScan - 4040RDTRPB/ Play Music From Your iPod On Your Car?s Stereo System As It Charges/ Switch Quickly Between Pre-Sets/ SmartSound Plus Technology Delivers Clear Sound Under Real-World Conditions/ Flexible Steel Neck/ Black Finish,$89.00,0,0,Griffin iPod RoadTrip With SmartScan - 4040RDTRPB,523
